category,subcategory,item_category,name,price,market,image_url,calories,protein,carbs,fat
Gıda,"Konserve, Sos, HazırYemek",Konserve,Dardanel 3x75 gr Tonla Ayçiçek Yağlı Ton Balığı,"79,00 TL",Carrefour,https://cdn.cimri.io/market/88x88/dardanel-3x75-gr-tonla-aycicek-yagli-ton-baligi-_2032191.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Dardanel 230 gr Midye Dolma,"149,00 TL",a101,https://cdn.cimri.io/market/88x88/dardanel-230-gr-midye-dolma-_415496.jpg,30,2,3,1
Gıda,"Konserve, Sos, HazırYemek",Konserve,Dardanel 2x140 gr Ayçiçek Yağlı Ton Balığı,"182,50 TL",Getir Büyük,https://cdn.cimri.io/market/88x88/dardanel-2x140-gr-aycicek-yagli-ton-baligi-_1231677.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Burcu 310 gr Kapari,"105,00 TL",Amazon,https://cdn.cimri.io/market/88x88/burcu-310-gr-kapari-_269310.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Dardanel 2x140 gr Zeytinyağlı Ton Balığı,"197,50 TL",Getir Büyük,https://cdn.cimri.io/market/88x88/dardanel-2x140-gr-zeytinyagli-ton-baligi-_1250757.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Trofco 2x425 gr Mango Konservesi,"237,85 TL",PttAVM,https://cdn.cimri.io/market/88x88/trofco-2x425-gr-mango-konservesi-_1119003.jpg,60,0.8,15.0,0.4
Gıda,"Konserve, Sos, HazırYemek",Konserve,Dardanel 3x75 gr Zeytinyağlı Ton Balığı,"155,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/dardanel-3x75-gr-zeytinyagli-ton-baligi-_1423021.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Olca 1550 gr Tatlı Biber Salçası,"327,83 TL",PttAVM,https://cdn.cimri.io/market/88x88/olca-1550-gr-tatli-biber-salcasi-_413541.jpg,31,1.0,6.0,0.3
Gıda,"Konserve, Sos, HazırYemek",Konserve,Dardanel 3x140 gr Ayçiçek Yağlı Ton Balığı,"260,00 TL",Amazon,https://cdn.cimri.io/market/88x88/dardanel-3x140-gr-aycicek-yagli-ton-baligi-_1252500.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,"Olca 3,2 kg Domates Salçası","354,38 TL",PttAVM,https://cdn.cimri.io/market/88x88/olca-32-kg-domates-salcasi-_1112982.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tat 12x830 gr Domates Salçası,"710,10 TL",PttAVM,https://cdn.cimri.io/market/88x88/tat-12x830-gr-domates-salcasi-_1081195.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Baktat 180 gr Kapari,"86,48 TL",PttAVM,https://cdn.cimri.io/market/88x88/baktat-180-gr-kapari-_1425310.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Silifke Sepeti 5 kg  Ev Yapımı Kaya Koruğu  Turşusu,"749,90 TL",Amazon,https://cdn.cimri.io/market/88x88/silifke-sepeti-5-kg-ev-yapimi-kaya-korugu-tursusu-_1423178.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tat 1700 gr Köy Domates Salçası,"155,90 TL",Carrefoursa,https://cdn.cimri.io/market/88x88/tat-1700-gr-koy-domates-salcasi-_268494.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Heinz 415 gr Domates Soslu Kuru Fasülye,"92,18 TL",Carrefoursa,https://cdn.cimri.io/market/88x88/heinz-415-gr-domates-soslu-kuru-fasulye-_268902.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,SuperFresh Bütün Dilim 24 x 75 gr Ton Balığı,"791,42 TL",idefix,https://cdn.cimri.io/market/88x88/superfresh-butun-dilim-24-x-75-gr-ton-baligi-_354032.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Dardanel Ekonomik 2x140 gr Ton Balığı,"155,52 TL",PttAVM,https://cdn.cimri.io/market/88x88/dardanel-ekonomik-2x140-gr-ton-baligi-_1307827.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Dardanel Sushida California Onigiri 125 gr Konserve,"79,00 TL",Carrefoursa,https://cdn.cimri.io/market/88x88/dardanel-sushida-california-onigiri-125-gr-konserve-_1789728.jpg,162,4,26,4
Gıda,"Konserve, Sos, HazırYemek",Konserve,SuperFresh Superton 2x135 gr Ayçiçek Yağlı Ton Balığı,"110,00 TL",Bim,https://cdn.cimri.io/market/88x88/superfresh-superton-2x135-gr-aycicek-yagli-ton-baligi-_1877806.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Elle Esse Truffle Ezme Beyaz,"369,00 TL",PttAVM,https://cdn.cimri.io/market/88x88/elle-esse-truffle-ezme-beyaz-_270204.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tokat 1900 gr Salamura Bağ Yaprak,"854,31 TL",PttAVM,https://cdn.cimri.io/market/88x88/tokat-1900-gr-salamura-bag-yaprak-_1363840.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Sasu 6x160 gr Norveç Somon Balığı,"859,49 TL",idefix,https://cdn.cimri.io/market/88x88/sasu-6x160-gr-norvec-somon-baligi-_609595.jpg,146,22,0,6
Gıda,"Konserve, Sos, HazırYemek",Konserve,Ant Bahar 2x120 gr Hindi Fileto,"128,90 TL",Carrefoursa,https://cdn.cimri.io/market/88x88/ant-bahar-2x120-gr-hindi-fileto-_477241.jpg,107,25,0,1
Gıda,"Konserve, Sos, HazırYemek",Konserve,Carrefour 160 gr Ton Balığı Konservesi,"54,50 TL",Carrefoursa,https://cdn.cimri.io/market/88x88/carrefour-160-gr-ton-baligi-konservesi-_1862492.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Dardanel Tonla Bitkisel Yağlı 2x150 gr Ton Balığı,"130,46 TL",PttAVM,https://cdn.cimri.io/market/88x88/dardanel-tonla-bitkisel-yagli-2x150-gr-ton-baligi-_1507873.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Aktarzane 170 gr Kapari Salamurası,"189,00 TL",Amazon,https://cdn.cimri.io/market/88x88/aktarzane-170-gr-kapari-salamurasi-_1187413.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Nima Gurme 700 gr Tatlı Biber Salçası,"495,00 TL",idefix,https://cdn.cimri.io/market/88x88/nima-gurme-700-gr-tatli-biber-salcasi-_2006114.jpg,31,1.0,6.0,0.3
Gıda,"Konserve, Sos, HazırYemek",Konserve,Superfresh 3x75 gr Zeytinyağlı Ton Balığı,"187,43 TL",Carrefour,https://cdn.cimri.io/market/88x88/superfresh-3x75-gr-zeytinyagli-ton-baligi-_1423203.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Dardanel Aç Ye 4x160 gr Dört Tahıllı Ton Balığı,"137,38 TL",PttAVM,https://cdn.cimri.io/market/88x88/dardanel-ac-ye-4x160-gr-dort-tahilli-ton-baligi-_1362505.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Sea Food Yaki Nori 12.5 gr 5 Yaprak Yosun,"89,90 TL",Vegan Pazaryeri,https://cdn.cimri.io/market/88x88/sea-food-yaki-nori-12-5-gr-5-yaprak-yosun-_2064392.jpg,30,2,7,0.30
Gıda,"Konserve, Sos, HazırYemek",Konserve,Viru 330 ml Yeşil Kuşkonmaz Konserve,"290,95 TL",PttAVM,https://cdn.cimri.io/market/88x88/viru-330-ml-yesil-kuskonmaz-konserve-_416078.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Burcu 3x200 gr Haşlanmış Mısır,"158,42 TL",PttAVM,https://cdn.cimri.io/market/88x88/burcu-3x200-gr-haslanmis-misir-_269384.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Kühne 350 gr Alman Tipi Kornişon Turşusu,"114,90 TL",Carrefoursa,https://cdn.cimri.io/market/88x88/kuhne-350-gr-alman-tipi-kornison-tursusu-_1065049.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tukaş 4350 gr Domates Salçası,"244,90 TL",Kitchen Express,https://cdn.cimri.io/market/88x88/tukas-4350-gr-domates-salcasi-_268726.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Öncü 1650 gr Pet Acılı Biber Salçası,"149,00 TL",a101,https://cdn.cimri.io/market/88x88/oncu-1650-gr-pet-acili-biber-salcasi-_268550.jpg,31,1.0,6.0,0.3
Gıda,"Konserve, Sos, HazırYemek",Konserve,Aktarzane 3 kg Tokat Salamura Yaprak,"749,00 TL",Amazon,https://cdn.cimri.io/market/88x88/aktarzane-3-kg-tokat-salamura-yaprak-_920795.jpg,66,2.5,10,0.4
Gıda,"Konserve, Sos, HazırYemek",Konserve,Fide 2x160 gr Klasik Katkısız Ton Balığı,"400,00 TL",PttAVM,https://cdn.cimri.io/market/88x88/fide-2x160-gr-klasik-katkisiz-ton-baligi-_1108374.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Red Tiger 100 gr Siyah Havyar,"259,00 TL",Carrefoursa,https://cdn.cimri.io/market/88x88/red-tiger-100-gr-siyah-havyar-_1015403.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Dardanel Fileto Zeytinyağli Ton Balığı 185 gr,"219,00 TL",Amazon,https://cdn.cimri.io/market/88x88/dardanel-fileto-zeytinyagli-ton-baligi-185-gr-_660386.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Öncü 2x4300 gr Domates Salçası,"582,03 TL",PttAVM,https://cdn.cimri.io/market/88x88/oncu-2x4300-gr-domates-salcasi-_1422962.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Carrefour 830 gr Domates Salçası Teneke,"38,00 TL",Carrefoursa,https://cdn.cimri.io/market/88x88/carrefour-830-gr-domates-salcasi-teneke-_405815.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tamek 700 gr Domates Salça,"43,99 TL",Getir Büyük,https://cdn.cimri.io/market/88x88/tamek-700-gr-domates-salca-_1414149.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Öncü 4300 gr Domates Salçası,"260,00 TL",a101,https://cdn.cimri.io/market/88x88/oncu-4300-gr-domates-salcasi-_268557.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Vie Life 520 gr Ekonomik Boy Düşük Proteinli Et İkamesi,"399,00 TL",Dogalinya,https://cdn.cimri.io/market/88x88/vie-life-520-gr-ekonomik-boy-dusuk-proteinli-et-ikamesi-_817278.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Sasu 160 gr Bütün Dilim Mısırlı Ton Salata,"90,90 TL",PttAVM,https://cdn.cimri.io/market/88x88/sasu-160-gr-butun-dilim-misirli-ton-salata-_1422744.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Sasu Akdeniz Usulü 3x160 gr Ton Balığı,"272,69 TL",PttAVM,https://cdn.cimri.io/market/88x88/sasu-akdeniz-usulu-3x160-gr-ton-baligi-_524335.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Ayıntap Baharat 1 kg Normal Antep Usulü Karışık Salça,"225,40 TL",PttAVM,https://cdn.cimri.io/market/88x88/ayintap-baharat-1-kg-normal-antep-usulu-karisik-salca-_2029198.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Beferment 600 gr Organic Domates Konservesi,"403,92 TL",idefix,https://cdn.cimri.io/market/88x88/beferment-600-gr-organic-domates-konservesi-_2026910.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Foodco 425 gr Soya Filizi,"75,00 TL",idefix,https://cdn.cimri.io/market/88x88/foodco-425-gr-soya-filizi-_268595.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Sasu Light Suda Ton Balığı 2 x 160 gr,"177,84 TL",PttAVM,https://cdn.cimri.io/market/88x88/sasu-light-suda-ton-baligi-2-x-160-gr-_819595.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Öncü 3x370 gr Karışık Salça,"149,85 TL",PttAVM,https://cdn.cimri.io/market/88x88/oncu-3x370-gr-karisik-salca-_1678574.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Sasu 24x160 gr Bütün Dilim Kuru Domates & Soslu Ton Balığı,"1.928,91 TL",idefix,https://cdn.cimri.io/market/88x88/sasu-24x160-gr-butun-dilim-kuru-domates-soslu-ton-baligi-_1421248.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tokatlı Özseven 3 kg Tokat Salamura Bağ Yaprağı,"676,41 TL",idefix,https://cdn.cimri.io/market/88x88/tokatli-ozseven-3-kg-tokat-salamura-bag-yapragi-_1610807.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Sasu 160 gr Zeytinyağlı Ton Balığı,"94,85 TL",PttAVM,https://cdn.cimri.io/market/88x88/sasu-160-gr-zeytinyagli-ton-baligi-_674240.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Kühne 650 gr Pancar Turşusu,"110,99 TL",Getir Büyük,https://cdn.cimri.io/market/88x88/kuhne-650-gr-pancar-tursusu-_1955922.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Kühne 670 cc Alman Tipi Salatalık Turşusu,"110,99 TL",Getir Büyük,https://cdn.cimri.io/market/88x88/kuhne-670-cc-alman-tipi-salatalik-tursusu-_1711191.jpg,16,0.7,3.6,0.1
Gıda,"Konserve, Sos, HazırYemek",Konserve,Dardanel 8 x 160 Gr Zeytinyağlı Ton Balığı,"1.650,00 TL",idefix,https://cdn.cimri.io/market/88x88/dardanel-8-x-160-gr-zeytinyagli-ton-baligi-_1184196.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Sosero 290 gr Ege Zeytin Salatası,"158,28 TL",PttAVM,https://cdn.cimri.io/market/88x88/sosero-290-gr-ege-zeytin-salatasi-_314243.jpg,115,0.8,6.3,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Yakamoz 700 gr Acı Biber Turşusu,"114,04 TL",PttAVM,https://cdn.cimri.io/market/88x88/yakamoz-700-gr-aci-biber-tursusu-_146320.jpg,31,1.0,6.0,0.3
Gıda,"Konserve, Sos, HazırYemek",Konserve,Öncü 2x4300 gr Tatlı Biber Salçası,"1.340,55 TL",PttAVM,https://cdn.cimri.io/market/88x88/oncu-2x4300-gr-tatli-biber-salcasi-_1539932.jpg,31,1.0,6.0,0.3
Gıda,"Konserve, Sos, HazırYemek",Konserve,Organik Bitkim 500 gr Çanakkale El Yapımı Domates Salçası,"88,00 TL",organikbitkim,https://cdn.cimri.io/market/88x88/organik-bitkim-500-gr-canakkale-el-yapimi-domates-salcasi-_818666.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tukaş 2700 gr Mısır Konservesi,"229,90 TL",Kitchen Express,https://cdn.cimri.io/market/88x88/tukas-2700-gr-misir-konservesi-_314303.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Melis 370 ml Biberiye Turşu,"154,04 TL",PttAVM,https://cdn.cimri.io/market/88x88/melis-370-ml-biberiye-tursu-_1807633.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Öncü 2x360 gr Cam Acı Biber Salçası,"221,08 TL",PttAVM,https://cdn.cimri.io/market/88x88/oncu-2x360-gr-cam-aci-biber-salcasi-_2066193.jpg,31,1.0,6.0,0.3
Gıda,"Konserve, Sos, HazırYemek",Konserve,İpek 1650 gr Domates Salçası,"194,52 TL",PttAVM,https://cdn.cimri.io/market/88x88/ipek-1650-gr-domates-salcasi-_333506.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Burcu 830 gr Bezelye,"135,28 TL",PttAVM,https://cdn.cimri.io/market/88x88/burcu-830-gr-bezelye-_268731.jpg,81,5.4,14.5,0.4
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tat 1700 gr Köy Domates Biber Salçası,"229,00 TL",Carrefoursa,https://cdn.cimri.io/market/88x88/tat-1700-gr-koy-domates-biber-salcasi-_268818.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Datça 350 gr Zeytinyağlı Kuru Domates,"223,45 TL",PttAVM,https://cdn.cimri.io/market/88x88/datca-350-gr-zeytinyagli-kuru-domates-_455595.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Dardanel 1705 gr Ton Balığı,"610,00 TL",idefix,https://cdn.cimri.io/market/88x88/dardanel-1705-gr-ton-baligi-_268517.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tada 400 gr Mısır Konserve,"15,00 TL",Bim,https://cdn.cimri.io/market/88x88/tada-400-gr-misir-konserve-_1207016.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,City Farm 580 gr Organik Domates Rendesi,"151,78 TL",Amazon,https://cdn.cimri.io/market/88x88/city-farm-580-gr-organik-domates-rendesi-_1423493.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Burcu 400 gr Fasulye Pilaki,"44,95 TL",Amazon,https://cdn.cimri.io/market/88x88/burcu-400-gr-fasulye-pilaki-_1422966.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Duru 400 gr Pratik Haşlanmış Kırmızı Fasulye,"42,90 TL",Amazon,https://cdn.cimri.io/market/88x88/duru-400-gr-pratik-haslanmis-kirmizi-fasulye-_420708.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Bahar 120 gr Hindi Fileto,"59,90 TL",Carrefoursa,https://cdn.cimri.io/market/88x88/bahar-120-gr-hindi-fileto-_270417.jpg,107,25,0,1
Gıda,"Konserve, Sos, HazırYemek",Konserve,Altunsa 830 gr Domates Salçası,"72,90 TL",Sonsepet,https://cdn.cimri.io/market/88x88/altunsa-830-gr-domates-salcasi-_310556.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Havaza 720 gr Zeytinyağlı Kekikli Zahter,"399,90 TL",Amazon,https://cdn.cimri.io/market/88x88/havaza-720-gr-zeytinyagli-kekikli-zahter-_1516852.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tamek 3x800 gr Haşlanmış Nohut,"263,76 TL",PttAVM,https://cdn.cimri.io/market/88x88/tamek-3x800-gr-haslanmis-nohut-_1397174.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Silifke Sepeti 760 gr Sarımsak Turşusu,"280,00 TL",Amazon,https://cdn.cimri.io/market/88x88/silifke-sepeti-760-gr-sarimsak-tursusu-_2025225.jpg,149,6.4,33,0.5
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tada 12 Adet 3x200 gr Mısır Konservesi,"699,10 TL",PttAVM,https://cdn.cimri.io/market/88x88/tada-12-adet-3x200-gr-misir-konservesi-_1921127.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Qu 3x160 gr Tatlı Ton Balığı,"191,04 TL",idefix,https://cdn.cimri.io/market/88x88/qu-3x160-gr-tatli-ton-baligi-_2011009.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Silifke Sepeti Ev Yapımı 760 gr Tomurcuk Kapari Turşusu,"350,00 TL",Amazon,https://cdn.cimri.io/market/88x88/silifke-sepeti-ev-yapimi-760-gr-tomurcuk-kapari-tursusu-_411771.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Dardanel Klasik 4 x 75 gr Ton Balığı,"207,36 TL",PttAVM,https://cdn.cimri.io/market/88x88/dardanel-klasik-4-x-75-gr-ton-baligi-_353743.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Dardanel 2x80 gr Poşet Zeytinyağlı Ton Balığı,"238,00 TL",Amazon,https://cdn.cimri.io/market/88x88/dardanel-2x80-gr-poset-zeytinyagli-ton-baligi-_1996813.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Sasu Kuru Domatesli 160 gr Ton Balığı,"90,90 TL",PttAVM,https://cdn.cimri.io/market/88x88/sasu-kuru-domatesli-160-gr-ton-baligi-_524334.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tat 820 gr Türlü Yemeklik Konserve,"119,90 TL",Carrefoursa,https://cdn.cimri.io/market/88x88/tat-820-gr-turlu-yemeklik-konserve-_1920796.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Konet 800 gr Dana Kavurma Tipi Et Konservesi,"559,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,250,26,0,20
Gıda,"Konserve, Sos, HazırYemek",Konserve,Antepten Gelsin 3 kg Ev Yapımı Güneş Kurusu Tatlı Biber Salçası,"675,00 TL",PttAVM,https://cdn.cimri.io/market/88x88/antepten-gelsin-3-kg-ev-yapimi-gunes-kurusu-tatli-biber-salcasi-_1915244.jpg,31,1.0,6.0,0.3
Gıda,"Konserve, Sos, HazırYemek",Konserve,Rıfat Minare 510 gr Közlenmiş Sade Patlıcan,"227,35 TL",idefix,https://cdn.cimri.io/market/88x88/rifat-minare-510-gr-kozlenmis-sade-patlican-_548964.jpg,25,1.0,6.0,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Kühne 670 ml  Alman Tipi Gewurzgurken Salatalık Turşusu,"149,90 TL",Carrefoursa,https://cdn.cimri.io/market/88x88/kuhne-670-ml-alman-tipi-gewurzgurken-salatalik-tursusu-_1050378.jpg,16,0.7,3.6,0.1
Gıda,"Konserve, Sos, HazırYemek",Konserve,Sasu Zeytinyağlı 2x160 gr Ton Balığı,"189,70 TL",PttAVM,https://cdn.cimri.io/market/88x88/sasu-zeytinyagli-2x160-gr-ton-baligi-_524338.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tat 3x330 gr Acı Biber Turşusu,"285,87 TL",PttAVM,https://cdn.cimri.io/market/88x88/tat-3x330-gr-aci-biber-tursusu-_1206959.jpg,31,1.0,6.0,0.3
Gıda,"Konserve, Sos, HazırYemek",Konserve,Akfa 4300 gr Teneke Kutu Domates Salçası,"540,00 TL",PttAVM,https://cdn.cimri.io/market/88x88/akfa-4300-gr-teneke-kutu-domates-salcasi-_1249002.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Delimatoes 100 gr Güneşte Kurutulmuş Domates,"44,95 TL",Carrefoursa,https://cdn.cimri.io/market/88x88/delimatoes-100-gr-guneste-kurutulmus-domates-_1799216.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Dardanel 8 Adet 2x140 gr Eko Ton Balığı,"950,00 TL",idefix,https://cdn.cimri.io/market/88x88/dardanel-8-adet-2x140-gr-eko-ton-baligi-_2061998.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tukaş 4250 gr Garnitür Konservesi,"193,90 TL",Kitchen Express,https://cdn.cimri.io/market/88x88/tukas-4250-gr-garnitur-konservesi-_38433.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,3 kg Sarımsak Turşusu,"444,91 TL",PttAVM,https://cdn.cimri.io/market/88x88/3-kg-sarimsak-tursusu-_843969.jpg,149,6.4,33,0.5
Gıda,"Konserve, Sos, HazırYemek",Konserve,Öncü 4x680 gr Közlenmiş Biber,"366,19 TL",PttAVM,https://cdn.cimri.io/market/88x88/oncu-4x680-gr-kozlenmis-biber-_1950209.jpg,31,1.0,6.0,0.3
Gıda,"Konserve, Sos, HazırYemek",Konserve,Sarıbahçe 6x650 gr Madımak Konservesi,"1.099,98 TL",Amazon,https://cdn.cimri.io/market/88x88/saribahce-6x650-gr-madimak-konservesi-_602923.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Dardanel Tonla 2x150 gr Zeytinyağlı Ton Balığı,"119,00 TL",Şok,https://cdn.cimri.io/market/88x88/dardanel-tonla-2x150-gr-zeytinyagli-ton-baligi-_1259410.jpg,193,24,0,11
Gıda,"Konserve, Sos, HazırYemek",Konserve,Hera 820 gr Dilimlenmiş Ananas,"255,52 TL",PttAVM,https://cdn.cimri.io/market/88x88/hera-820-gr-dilimlenmis-ananas-_1563053.jpg,50,0.5,13.0,0.1
Gıda,"Konserve, Sos, HazırYemek",Konserve,İris 5 kg Tutti Frutti Karışık Meyve Şekerlemesi,"674,92 TL",PttAVM,https://cdn.cimri.io/market/88x88/iris-5-kg-tutti-frutti-karisik-meyve-sekerlemesi-_2012507.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Konet 800 gr Dana Kavurma Tipi Et Konservesi,"559,00 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,250,26,0,20
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tat 400 gr Doğranmış Domates,"7,95 TL",a101,https://cdn.cimri.io/market/88x88/tat-400-gr-dogranmis-domates-_268516.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Öncü Tatlı 1650 gr Biber Salçası,"149,00 TL",a101,https://cdn.cimri.io/market/88x88/oncu-tatli-1650-gr-biber-salcasi-_1381157.jpg,31,1.0,6.0,0.3
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tat 660 gr Türlü,"55,50 TL",Carrefour,https://cdn.cimri.io/market/88x88/tat-660-gr-turlu-_423643.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tukaş 1650 gr Biber Domates Karışık Salça,"208,00 TL",Amazon,https://cdn.cimri.io/market/88x88/tukas-1650-gr-biber-domates-karisik-salca-_333348.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tukaş 1650 gr Domates Salçası,"114,95 TL",Amazon,https://cdn.cimri.io/market/88x88/tukas-1650-gr-domates-salcasi-_411249.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Yayla 12x200 gr Sebzeli Tavuk Sote,"963,89 TL",Amazon,https://cdn.cimri.io/market/88x88/yayla-12x200-gr-sebzeli-tavuk-sote-_1902016.jpg,165,31,0,3.6
Gıda,"Konserve, Sos, HazırYemek",Konserve,Sade Organik 580 cc Organik Haşlanmış Nohut,"139,90 TL",Amazon,https://cdn.cimri.io/market/88x88/sade-organik-580-cc-organik-haslanmis-nohut-_1940963.jpg,,,,
Gıda,"Konserve, Sos, HazırYemek",Konserve,Tat 830 gr Domates Salçası,"34,50 TL",Tarım Kredi Kooperatifi,https://cdn.cimri.io/market/88x88/tat-830-gr-domates-salcasi-_268499.jpg,18,0.9,3.9,0.2
Gıda,"Konserve, Sos, HazırYemek",Konserve,Öncü 700 gr Acılı Biber Salçası,"116,00 TL",Carrefour,https://cdn.cimri.io/market/88x88/oncu-700-gr-acili-biber-salcasi-_268497.jpg,31,1.0,6.0,0.3
